horse_name,program,pp,race,dt_s,dt_wp,dt_pp,dt_sp,dt_ip,dt_rp,dh_s,dh_wp,dh_pp,dh_sp,dh_ip,dh_rp,th_s,th_wp,th_pp,th_sp,th_ip,th_rp,sc_avgcr,sc_avgsr,sc_hisr,pc_sty_q1,pc_sty_q2,pc_sty_q3,pc_sty_fn,pc_sty_r,pc_fig_q1,pc_fig_q2,pc_fig_q3,pc_fig_q4,pc_fig_cp,pc_fig_r,tr_hs_brk,tr_hs_pkal,tr_hs_pkq1,tr_hs_pkq2,tr_hs_pkq3,cpr_speed,cpr_class,cpr_pace,cpr_eps,cpr_prepow,cpr_drvhrs,cpr_winst,cpr_off,cpr_fitnes,cpr_drv_wp,cpr_pp_rp,cpr_drv_rp,cpr_drp_rp,cpr_break,cpr_pace_l,cpr_trn_wp,cpr_trn_rp,rca91_al_s,rca91_al_1,rca91_al_2,rca91_al_3,rca91_of_s,rca91_of_1,rca91_of_2,rca91_of_3,rcaty_s,rcaty_1,rcaty_2,rcaty_3,rcaly_s,rcaly_1,rcaly_2,rcaly_3,rct91_al_s,rct91_al_1,rct91_al_2,rct91_al_3,rct91_of_s,rct91_of_1,rct91_of_2,rct91_of_3,rctty_s,rctty_1,rctty_2,rctty_3,rctly_s,rctly_1,rctly_2,rctly_3,era91al_s,era91al_wp,era91al_pp,era91al_sp,era91al_ip,era91al_rp,era91al_pd,era91al_sd,era91of_s,era91of_wp,era91of_pp,era91of_sp,era91of_ip,era91of_rp,era91of_pd,era91of_sd,eratyal_s,eratyal_wp,eratyal_pp,eratyal_sp,eratyal_ip,eratyal_rp,eratyal_pd,eratyal_sd,eralyal_s,eralyal_wp,eralyal_pp,eralyal_sp,eralyal_ip,eralyal_rp,eralyal_pd,eralyal_sd,era06al_s,era06al_wp,era06al_pp,era06al_sp,era06al_ip,era06al_rp,era06al_pd,era_apv,ert91al_s,ert91al_wp,ert91al_pp,ert91al_sp,ert91al_ip,ert91al_rp,ert91al_pd,ert91al_sd,ert91of_s,ert91of_wp,ert91of_pp,ert91of_sp,ert91of_ip,ert91of_rp,ert91of_pd,ert91of_sd,erttyal_s,erttyal_wp,erttyal_pp,erttyal_sp,erttyal_ip,erttyal_rp,erttyal_pd,erttyal_sd,ertlyal_s,ertlyal_wp,ertlyal_pp,ertlyal_sp,ertlyal_ip,ertlyal_rp,ertlyal_pd,ertlyal_sd,ert06al_s,ert06al_wp,ert06al_pp,ert06al_sp,ert06al_ip,ert06al_rp,ert06al_pd,btty_time,btty_trk,btty_size,btty_age,btty_race,btly_time,btly_trk,btly_size,btly_age,btly_race,bt91_time,bt91_trk,bt91_size,bt91_age,bt91_race,bttt_time,bttt_trk,bttt_size,bttt_age,bttt_race,cl_date,cl_recent,cl_clmpric,cl_clmfrom,cl_1offclw,cl_1offcls,cl_2offclw,cl_2offcls,cl_14_lo_w,cl_14_lo_s,cl_31_lo_w,cl_31_lo_s,me_lasixto,me_buteto,me_hopfree,morn_odds,power_symb,saddleclth,age,sex,color,power,breed_name,breed_locn,owner_name,owner_locn,claimprice,rank_power,rank_speed,rank_class,rank_pace,mudmark,daysago,era91na_pd,lastxraces,eralxal_pd,regno,btty_tmc,btly_tmc,bt91_tmc,bttt_tmc,horseratin,trainer,driver,sire,dam,ppdata,CPR_Composite,CPR_Color,CPR_Rank,CPR_Prob,Fair_Prob,Fair_Odds_Dec,Fair_Odds_Frac,ML_Prob,Overlay_Diff,Value_Flag,CPR_Delta,Tier,Chaos_Index,Chaos_Label
KAIRAKICONFIDNTL N,7,7,4,4,0,25,0,25,-100,0,0,0,0,0,-999,22,5,5,9,19,-67,80,78,88,5.2,5.6,5.4,5.4,10,79,79,82,76,78,5,0,7,5,5,11,78.0,80.0,70.7,85.4,80.0,40.2,75.4,40.2,39.6,61.6,51.5,58.2,12.8,80.5,76.0,67.1,49.2,36,6,3,2,2,0,0,0,21,1,1,2,13,5,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36,17,8,6,31,-36,64027,1779,2,0,0,0,0,-100,0,0,21,5,5,10,19,-65,20755,988,13,38,15,0,54,51,42965,3305,6,0,0,0,0,-100,2130,1.7,2,0,0,0,0,-100,705,353,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,375,375,1,0,0,0,0,-100,330,330,2,0,0,0,0,-100,705,1:56.4,YR,1/2,5,,1:53.8,YR,1/2,4,,1:53.8,YR,1/2,4,,,,,0,,0,,0.0,,0,0,0,0,0,2,0,5,,,,15/1,L,Pink,5,m,b,71.5,"Paul Bielby,NZ",NZL,"Flatland Racing,Campbell Hall,NY",,0,7,1,1,1,,44,64027,5,850,8VC242,116.4,113.8,113.8,999.0,74.38,,,,,,62.3,🔴,7,0.0981,0.0981,10.19,9.19/1,0.0625,0.036,VALUE,5.5,B,2.79,Low
LADY WISHES,8,8,4,2,0,0,0,0,-100,0,0,0,0,0,-999,17,0,12,12,24,-100,76,75,78,4.6,4.7,5.4,4.0,10,73,73,79,75,74,5,0,5,0,4,13,75.0,76.0,71.2,81.1,80.0,40.2,68.7,67.1,59.4,67.1,70.8,90.6,0.0,80.5,75.0,65.4,49.2,57,7,13,8,10,0,2,2,32,1,4,5,23,6,9,3,11,1,2,1,2,0,1,0,6,0,0,1,3,1,2,0,57,12,23,14,49,-9,74103,1300,10,0,20,20,40,-100,10453,1045,32,3,13,16,31,-82,21316,666,23,26,39,13,78,100,51287,2230,6,0,0,33,33,-100,3483,0.8,11,9,18,9,36,-85,13741,1249,2,0,50,0,50,-100,4113,2057,6,0,0,17,17,-100,2509,418,3,33,67,0,100,-49,9732,3244,6,0,0,17,17,-100,2509,1:55.6,ACES,5/8,4,,1:52.4,M,1,3,,1:52.4,M,1,3,,1:52.4,M,1.0,3,,0,,0.0,,0,0,0,0,0,6,0,2,L,,,10/1,,Gray,4,m,b,73.1,"Hanover Shoe Farms Inc,PA",PA,"Bryan Emanuel Quevedo,Englishtown,NJ",,0,4,4,7,4,,9,74103,5,2939,4W9650,115.6,112.4,112.4,112.4,74.28,,,,,,63.9,🔴,5,0.1006,0.1006,9.94,8.94/1,0.09090909090909091,0.01,,3.9,B,2.79,Low
LOOT,9,9,4,8,25,25,13,63,-3,1,0,0,0,0,-100,21,10,14,19,43,-17,77,76,80,5.7,6.1,6.2,4.4,10,79,73,78,72,75,5,0,5,2,7,7,76.0,77.0,70.1,83.3,80.0,40.2,68.7,99.8,59.4,78.4,82.1,68.8,117.7,80.5,72.0,74.2,78.5,26,3,4,4,1,0,1,0,21,2,3,4,5,1,1,0,5,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,26,12,15,15,42,165,39856,1533,1,0,100,0,100,-100,2625,2625,21,10,14,19,43,-17,30054,1431,5,20,20,0,40,936,9802,1960,6,17,0,17,34,-44,9819,1.3,5,0,0,20,20,-100,3509,702,0,0,0,0,0,-999,0,0,5,0,0,20,20,-100,3509,702,0,0,0,0,0,-999,0,0,5,0,0,20,20,-100,3509,1:53.4,PHL,5/8,3,,1:55.0,PHL,5/8,2,,1:53.4,PHL,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,1,6,0,0,,,,3/1,,Purple,3,f,b,75.3,"John Cancelliere,NJ",NJ,"John Cancelliere,Clark,NJ",,0,1,2,4,2,S,14,39856,5,9044,2XA726,113.4,115.0,113.4,999.0,76.25,,,,,,66.6,🔴,2,0.1049,0.1049,9.53,8.53/1,0.25,-0.145,,1.2,A,2.79,Low
PATTYCAKE MOOSS,10,10,4,3,0,0,0,0,-100,0,0,0,0,0,-999,5,0,0,0,0,-100,78,76,78,8.9,8.7,9.0,6.7,10,72,77,76,78,75,5,0,8,0,8,16,76.0,78.0,67.2,88.9,80.0,40.2,70.2,61.5,49.1,37.0,59.3,0.0,0.0,80.5,78.0,55.0,38.9,108,14,23,16,13,2,0,2,19,1,2,4,31,5,6,2,48,5,10,8,6,2,0,1,9,1,1,3,24,3,5,1,108,13,21,15,49,6,247207,2289,13,15,0,15,30,89,23084,1776,19,5,11,21,37,-67,15749,829,31,16,19,6,42,-26,62308,2010,6,0,0,17,17,-100,2024,1.0,48,10,21,17,48,-7,82821,1725,6,33,0,17,50,310,15380,2563,9,11,11,33,55,-32,12539,1393,24,13,21,4,38,-32,44122,1838,6,0,17,50,67,-100,6479,1:52.8,M,1,6,,1:51.4,M,1,5,,1:51.4,M,1,5,,1:51.4,M,1.0,5,,0,,0.0,,0,0,0,0,0,4,0,3,L,,,15/1,,Blue-Red,6,m,br,70.8,"Fair Meadow Farm,IL",IL,"J M F Racing LLC,Freehold,NJ",,0,9,2,2,2,,13,247207,5,836,6TA168,112.8,111.4,111.4,111.4,74.5,,,,,,58.6,⚫,10,0.0923,0.0923,10.83,9.83/1,0.0625,0.03,,9.2,C,2.79,Low
CHOCO CHARLIE,1,1,5,0,0,0,0,0,-999,0,0,0,0,0,-999,28,11,21,18,50,-48,82,81,86,3.8,3.5,3.2,2.7,10,78,80,85,80,80,5,6,6,4,5,9,81.0,82.0,80.6,82.1,80.0,40.2,73.0,66.1,70.9,61.6,81.2,58.2,120.0,75.9,80.0,73.0,66.8,196,30,25,24,21,3,1,2,25,3,6,5,25,6,2,2,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,196,15,13,12,40,-24,273713,1396,21,14,5,10,29,-9,27803,1324,25,12,24,20,56,-42,37530,1501,25,24,8,8,40,-41,31935,1277,6,17,50,33,100,87,19825,0.8,4,0,0,0,0,-100,1590,398,1,0,0,0,0,-100,330,330,0,0,0,0,0,-999,0,0,4,0,0,0,0,-100,1590,398,4,0,0,0,0,-100,1590,1:55.4,PHL,5/8,9,,1:53.8,PCD,5/8,8,,1:53.8,PCD,5/8,8,,,,,0,,0,,0.0,,0,0,0,0,0,0,0,1,,,H,10/1,,Red,9,g,b,77.8,"Anthony J Risi,PA;Bernard M O'Brien,FL",PA,"Bernard M O'Brien,Lecanto,FL",,0,6,7,6,8,,9,273713,5,18625,7P6096,115.4,113.8,113.8,999.0,81.45,,,,,,67.5,🔴,8,0.0981,0.0981,10.19,9.19/1,0.09090909090909091,0.007,,4.2,B,1.84,Low
FIRST CLASS RULE,2,2,5,19,11,11,5,27,-82,0,0,0,0,0,-999,4,25,0,25,50,-29,79,81,83,1.8,2.0,2.6,2.6,10,92,78,76,76,80,5,6,4,11,3,0,81.0,79.0,81.9,92.8,80.0,40.2,84.5,78.7,65.7,71.6,88.9,45.8,105.9,75.9,76.0,78.4,67.8,27,8,1,6,3,0,1,1,19,6,0,5,8,2,1,1,2,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,27,30,4,22,56,43,81563,3021,3,0,33,33,66,-100,3810,1270,19,32,0,26,58,44,58809,3095,8,25,13,13,50,39,22754,2844,6,17,0,17,34,-52,10668,1.6,2,50,0,50,100,40,5880,2940,0,0,0,0,0,-999,0,0,2,50,0,50,100,40,5880,2940,0,0,0,0,0,-999,0,0,2,50,0,50,100,40,5880,1:54.4,M,1,3,,1:57.4,GRVR,5/8,2,,1:54.4,M,1,3,,1:54.4,M,1.0,3,,0,,0.0,,0,0,0,0,2,8,0,0,,,,3/1,,Blue,3,g,b,81.4,"Glengate Farms,ON, CA",ON,"Burke Rcg Stb,Frdrcktwn,PA;Weaver Bruscemi,Cnsbrg,PA;Knox Services,Mt Vrn,OH",,0,2,7,10,8,,8,81562,5,9768,0XP891,114.4,117.4,114.4,114.4,81.24,,,,,,68.0,🔴,5,0.0988,0.0988,10.12,9.12/1,0.25,-0.151,,3.7,B,1.84,Low
MR KNOWITALL,3,3,5,31,3,10,6,19,-75,13,8,23,0,31,-42,38,8,8,13,29,-70,82,81,84,3.3,3.3,3.8,4.0,10,72,84,81,87,80,5,0,5,0,5,11,81.0,82.0,80.6,82.0,80.0,77.2,75.4,56.5,61.8,57.3,60.4,56.0,0.0,80.0,87.0,65.4,49.2,113,19,10,17,9,1,0,0,34,3,3,4,35,3,2,8,12,2,0,1,0,0,0,0,3,0,0,0,9,2,0,1,113,17,9,15,41,-69,157609,1395,9,11,0,0,11,-100,18360,2040,34,9,9,12,29,-66,38910,1144,35,9,6,23,37,-79,42858,1225,6,0,33,0,33,-100,11525,1.0,12,17,0,8,25,-60,13345,1112,0,0,0,0,0,-999,0,0,3,0,0,0,0,-100,855,285,9,22,0,11,33,-47,12490,1388,6,0,0,17,17,-100,2595,1:56.8,TGDN,5/8,5,,1:53.2,M,1,4,,1:53.2,M,1,4,,1:53.2,M,1.0,4,,0,,0.0,,0,0,0,0,0,6,0,0,L,,,10/1,,White,5,g,br,75.9,"Joe Dean Hostetler,IN",IN,"Frank Calcagni,Montague,NJ",,0,10,7,6,8,,7,157609,5,11050,8V8217,116.8,113.2,113.2,113.2,81.83,,,,,,67.7,🔴,7,0.0984,0.0984,10.16,9.16/1,0.09090909090909091,0.007,,4.0,B,1.84,Low
YOU DONT OWN ME,4,4,5,1,0,0,0,0,-100,1,0,0,0,0,-100,1,0,0,0,0,-100,82,83,84,4.3,4.3,4.2,3.8,10,82,82,80,86,82,5,0,8,6,3,15,83.0,82.0,79.8,93.1,80.0,40.2,80.8,67.1,50.9,67.1,48.1,74.8,0.0,80.0,86.0,63.5,23.4,22,5,5,2,5,0,1,1,17,4,3,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,23,9,55,122,68190,3100,5,0,20,20,40,-100,9070,1814,17,24,18,12,53,-12,49190,2894,5,20,40,0,60,581,19000,3800,6,17,17,17,51,3,17840,1.2,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:55.4,LEX,1,3,,1:56.6,LEX,1,2,,1:55.4,LEX,1,3,,,,,0,,0,,0.0,,0,0,0,0,2,3,0,0,,,H,8/1,,Green,3,g,br,76.4,"Coyote Wynd Farms,ON, CA",KY,"Super Mile LLC,Blasdell,NY",,0,8,3,6,4,S,5,68190,5,8340,4XG208,115.4,116.6,115.4,999.0,82.9,,,,,,66.4,🔴,10,0.0965,0.0965,10.36,9.36/1,0.1111111111111111,-0.015,,5.3,B,1.84,Low
SAINTHOOD,5,5,5,0,0,0,0,0,-999,0,0,0,0,0,-999,23,22,17,17,56,-9,83,81,84,5.4,5.0,4.3,3.1,10,81,83,81,80,81,5,0,8,7,15,4,81.0,83.0,79.2,87.9,80.0,40.2,78.4,93.9,69.4,49.9,58.2,25.5,0.0,80.0,80.0,76.4,59.3,49,10,7,9,6,2,2,1,23,5,4,4,26,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,14,18,53,-18,104860,2140,6,33,33,17,83,17,21140,3523,23,22,17,17,57,-9,40160,1746,26,19,12,19,50,-27,64700,2488,6,33,17,0,50,15,15325,0.9,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:55.2,TGDN,5/8,4,,1:54.8,PCD,5/8,3,,1:54.8,PCD,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,0,3,0,0,L,,H,12/1,,Black,4,g,b,76.2,"Winbak Farm,MD",PA,"Bay Pond Racing Stable,Malvern,PA",,0,9,7,5,5,S,9,104860,5,11575,0WB208,115.2,114.8,114.8,999.0,81.73,,,,,,67.2,🔴,9,0.0977,0.0977,10.24,9.24/1,0.07692307692307693,0.021,,4.5,B,1.84,Low
WARRAWEE WHISPER,6,6,5,1,0,0,0,0,-100,0,0,0,0,0,-999,12,8,8,25,41,-80,86,85,90,4.2,4.2,4.1,3.4,10,80,82,89,90,85,5,6,6,4,4,12,85.0,86.0,79.9,90.6,80.0,40.2,74.2,78.0,65.7,63.5,75.7,75.7,67.8,75.9,90.0,80.0,66.8,141,22,21,19,25,6,2,2,25,3,3,4,27,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,16,15,13,44,-17,366134,2597,25,24,8,8,40,-21,52008,2080,25,12,12,16,40,-73,39158,1566,27,19,11,11,41,91,66617,2467,6,17,17,0,34,-61,13200,1.2,4,0,0,0,0,-100,1280,320,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,4,0,0,0,0,-100,1280,1:55.4,YR,1/2,7,,1:54.0,ACES,5/8,6,,1:52.4,MEA,5/8,4,,,,,0,,0,,0.0,,0,0,0,0,1,4,1,4,L,,,8/1,L,Yellow,7,g,b,81.4,"Warrawee Farm,ON, CA",ON,"Dilloian Stb LLC,Tinton Falls,NJ;B N Loman,Champaign,IL;K james Warren,Oceanport,NJ",,0,2,2,1,2,,6,366134,5,6200,1S0543,115.4,114.0,112.4,999.0,86.07,,,,,,71.0,🟠,3,0.1032,0.1032,9.69,8.69/1,0.1111111111111111,-0.008,,0.7,A,1.84,Low
AARDIEBYTHEHILL N,7,7,5,15,33,7,13,53,41,3,67,0,0,67,47,7,29,0,0,29,-36,84,82,83,4.7,3.8,2.6,2.7,4,83,96,83,66,81,3,20,6,8,4,8,82.0,84.0,80.4,91.3,80.0,94.1,78.4,40.2,73.0,68.7,51.5,65.7,36.6,66.9,66.0,79.2,67.8,60,12,11,7,0,0,0,0,11,2,2,0,9,1,0,0,4,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,60,20,18,12,50,-36,163189,2720,0,0,0,0,0,-999,0,0,11,18,18,0,36,-36,16026,1457,9,11,0,0,11,-999,20680,2298,6,33,0,0,33,-26,10860,0.9,4,50,0,0,50,10,10860,2715,0,0,0,0,0,-999,0,0,4,50,0,0,50,10,10860,2715,0,0,0,0,0,-999,0,0,4,50,0,0,50,10,10860,1:54.4,M,1,8,,,,,0,,1:54.4,M,1,8,,1:54.4,M,1.0,8,,0,,0.0,,0,0,0,0,0,2,1,3,L,,H,9/2,,Pink,8,g,b,78.3,"K D Marr & D Malcom,NZ",NZL,"M T Stables Ontario Inc,Scarborough,ON, CA",,0,5,5,4,5,S,14,21145,5,10860,2RT431,114.4,999.0,114.4,114.4,82.3,,,,,,67.9,🔴,6,0.0987,0.0987,10.13,9.13/1,0.18181818181818182,-0.083,,3.8,B,1.84,Low
B NICKING,8,8,5,5,0,40,20,60,-100,0,0,0,0,0,-999,37,14,11,14,39,14,85,83,85,4.0,3.8,3.7,3.7,10,82,79,77,95,83,5,6,1,4,0,1,83.0,85.0,80.2,94.6,80.0,40.2,78.4,79.5,80.0,78.4,70.8,68.8,120.0,75.9,95.0,73.0,64.7,152,30,29,19,18,3,3,3,34,5,4,4,28,2,8,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,20,19,13,51,-9,523691,3445,18,17,17,17,51,-68,56306,3128,34,15,12,12,38,24,78500,2309,28,7,29,14,50,-79,83120,2969,6,33,17,0,50,239,24800,1.3,1,0,0,0,0,-100,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,0,1:57.0,YR,1/2,8,,1:56.2,YR,1/2,7,,1:53.4,PHL,5/8,6,,,,,0,,0,,0.0,,0,0,0,0,0,0,0,4,,,H,4/1,,Gray,8,g,b,83.1,"Ben F Robards,KY",KY,"Ben F Robards,Shepherdsville,KY",,0,1,3,3,3,,6,523691,5,23280,8R2034,117.0,116.2,113.4,999.0,82.77,,,,,,71.7,🟠,1,0.1042,0.1042,9.6,8.6/1,0.2,-0.096,,0.0,A,1.84,Low
BIG LIMO,9,9,5,7,29,0,0,29,149,3,33,0,0,33,303,21,19,14,5,38,52,82,82,84,5.9,5.6,5.2,3.6,10,85,85,79,79,81,5,13,8,2,11,13,82.0,82.0,78.5,85.0,80.0,78.7,80.8,74.8,57.7,68.7,82.1,76.7,120.0,71.3,79.0,67.1,65.7,75,17,11,5,7,1,1,1,21,4,3,1,23,4,4,2,8,1,0,1,0,0,0,0,8,1,0,1,0,0,0,0,75,23,15,7,44,56,129899,1732,7,14,14,14,42,56,11532,1647,21,19,14,5,38,52,36105,1719,23,17,17,9,43,-34,39981,1738,6,33,0,17,50,283,11510,0.9,8,13,0,13,26,51,8400,1050,0,0,0,0,0,-999,0,0,8,13,0,13,26,51,8400,1050,0,0,0,0,0,-999,0,0,6,17,0,17,34,102,7710,1:55.0,PCD,5/8,5,,1:56.2,DTN,5/8,4,,1:55.0,PCD,5/8,5,,1:55.4,M,1.0,5,,0,,0.0,,0,0,0,0,2,7,0,4,L,,H,8/1,,Purple,5,g,b,79.5,"Bill D Troyer,OH",OH,"Peter Kleinhans,Flemington,NJ",,0,4,5,6,5,,7,129899,5,6510,0V5137,115.0,116.2,115.0,115.4,82.37,,,,,,69.0,🔴,4,0.1003,0.1003,9.97,9/1,0.1111111111111111,-0.011,,2.7,A,1.84,Low
P L QUINELLA,10,10,5,0,0,0,0,0,-999,0,0,0,0,0,-999,12,33,17,0,50,797,86,88,89,4.2,3.8,4.9,3.2,10,92,81,85,94,88,5,13,2,4,2,2,88.0,86.0,79.8,79.9,80.0,40.2,71.6,80.9,69.4,59.5,59.3,87.3,120.0,71.3,94.0,63.5,72.8,83,12,8,8,11,2,2,1,21,6,3,0,36,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,14,10,10,34,79,98982,1193,11,18,18,9,45,56,14143,1286,21,29,14,0,43,503,40802,1943,36,11,14,14,39,-65,33435,929,6,17,17,0,34,-77,8540,0.8,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:53.4,PCD,5/8,5,,1:55.0,WBSB,7/8,4,,1:53.4,PCD,5/8,5,,,,,0,,0,,0.0,,0,0,0,0,1,8,1,3,,,H,10/1,L,Blue-Red,5,g,b,77.6,"Prince Lee Acres,ON, CA",ON,"Jaypaul R Hoover,Ephrata,PA",,0,7,1,1,1,,5,98979,5,8040,3VP731,113.4,115.0,113.4,999.0,88.24,,,,,,71.6,🟠,2,0.1041,0.1041,9.61,8.61/1,0.09090909090909091,0.013,,0.1,A,1.84,Low
ALTA MADEIRA N,1,1,6,0,0,0,0,0,-999,0,0,0,0,0,-999,32,9,22,6,37,-67,83,82,83,2.7,2.8,3.1,3.7,10,71,84,79,94,82,5,0,5,3,3,9,82.0,83.0,82.2,88.5,80.0,40.2,76.4,86.7,49.1,67.1,81.2,90.6,0.0,80.5,94.0,70.2,52.6,146,26,28,20,13,3,3,1,30,3,6,2,29,5,5,5,5,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,146,18,19,14,51,-35,326123,2234,13,23,23,8,54,18,35720,2748,30,10,20,7,37,-65,56167,1872,29,17,17,17,52,16,54299,1872,6,17,0,0,17,-62,9502,1.2,5,0,20,40,60,-100,6435,1287,0,0,0,0,0,-999,0,0,2,0,50,0,50,-100,2595,1298,0,0,0,0,0,-999,0,0,5,0,20,40,60,-100,6435,1:54.6,STGA,1/2,8,,1:53.0,PCD,5/8,7,,1:51.8,TGDN,5/8,6,,,,,0,,0,,0.0,,0,0,0,0,0,3,1,2,,,,10/1,,Red,8,m,b,80.2,"Alta Breeding Co LTD,NZ",NZL,"Harmon Racing Stable LLC,Milford,PA;Michael A Spaccarelli,Poughquag,NY",,0,2,7,4,7,H,6,317571,5,8552,2RA609,114.6,113.0,111.8,999.0,82.43,,,,,,70.3,🟠,6,0.1,0.1,10.0,9/1,0.09090909090909091,0.009,,3.6,B,2.02,Low
NEIL'S DIAMOND,2,2,6,1,0,0,100,100,-100,0,0,0,0,0,-999,23,17,13,22,52,27,76,78,86,3.6,3.9,3.6,2.7,10,78,62,87,85,78,5,0,2,2,2,4,78.0,76.0,81.4,86.8,80.0,40.2,75.4,72.1,74.4,67.1,88.9,74.8,106.7,80.5,85.0,67.1,65.7,23,4,3,5,4,1,0,0,23,4,3,5,0,0,0,0,6,0,1,1,0,0,0,0,6,0,1,1,0,0,0,0,23,17,13,22,52,27,45303,1970,4,25,0,0,25,50,6775,1694,23,17,13,22,52,27,45303,1970,0,0,0,0,0,-999,0,0,6,50,33,17,100,285,24753,0.9,6,0,17,17,34,-100,7923,1321,0,0,0,0,0,-999,0,0,6,0,17,17,34,-100,7923,1321,0,0,0,0,0,-999,0,0,6,0,17,17,34,-100,7923,1:52.4,PHL,5/8,3,,,,,0,,1:52.4,PHL,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,1,6,0,0,,,,6/1,,Blue,3,f,b,79.0,"Steven J Williams & Joseph D Williams,NJ",NJ,"J V Jannuzzelli,Manalapan,NJ;S J Williams,Cream Ridge,NJ;J D Williams,Southampton,NJ",,0,5,9,10,9,U,6,45303,5,21753,0XK181,112.4,999.0,112.4,999.0,78.99,,,,,,68.1,🔴,9,0.0969,0.0969,10.32,9.32/1,0.14285714285714285,-0.046,,5.8,B,2.02,Low
GLITTERING HOPE,3,3,6,7,14,0,14,28,-62,0,0,0,0,0,-999,25,28,12,16,56,539,78,84,88,3.8,3.9,3.9,2.0,10,72,81,90,93,83,5,0,4,0,3,10,84.0,78.0,81.2,88.4,80.0,40.2,84.5,96.6,63.3,68.7,60.4,76.7,35.4,80.5,93.0,76.4,110.4,30,9,5,4,5,2,2,0,29,9,4,4,1,0,1,0,7,1,2,0,1,0,0,0,7,1,2,0,0,0,0,0,30,30,17,13,60,443,66551,2218,5,40,40,0,80,1312,17315,3463,29,31,14,14,59,462,64426,2222,1,0,100,0,100,-100,2125,2125,6,33,17,33,83,1234,24050,1.1,7,14,29,0,43,-70,9305,1329,1,0,0,0,0,-100,465,465,7,14,29,0,43,-70,9305,1329,0,0,0,0,0,-999,0,0,6,17,17,0,34,-66,7625,1:52.6,M,1,3,,2:00.0,RCR,5/8,2,Q,1:52.6,M,1,3,,1:52.6,M,1.0,3,,0,,0.0,,0,0,0,0,3,10,0,1,,,,3/1,,White,3,f,br,78.8,"Let It Ride Stbs Inc & Bottom Line Rcg LLC,FL",PA,"Friendship Stables LLC,Mountain Lakes,NJ",,0,6,1,9,3,,10,66551,5,18250,2XG921,112.6,120.0,112.6,112.6,84.84,,,,,,73.9,🟠,1,0.1051,0.1051,9.51,8.51/1,0.25,-0.145,,0.0,A,2.02,Low
TWIN B SUNKISSED,4,4,6,19,11,11,5,27,-82,0,0,0,0,0,-999,32,13,19,22,54,-69,83,83,87,4.2,4.2,3.7,2.8,10,86,77,86,84,83,5,0,4,0,0,14,83.0,83.0,81.0,96.4,80.0,40.2,76.4,86.2,61.8,71.6,48.1,45.8,33.2,80.5,84.0,78.4,67.8,136,25,20,19,20,6,3,2,28,4,4,6,37,6,6,7,8,2,0,2,0,0,0,0,2,0,0,1,5,2,0,1,136,18,15,14,47,-31,530325,3899,20,30,15,10,55,-4,119070,5953,28,14,14,21,50,-64,54015,1929,37,16,16,19,51,-42,110350,2982,6,17,17,17,51,-71,13260,1.1,8,25,0,25,50,52,17760,2220,0,0,0,0,0,-999,0,0,2,0,0,50,50,-100,1545,773,5,40,0,20,60,144,16215,3243,6,17,0,33,50,-19,12510,1:51.6,PCD,5/8,7,,1:50.4,M,1,6,,1:50.4,M,1,6,,1:50.4,M,1.0,6,,0,,0.0,,0,0,0,0,1,6,0,2,L,,,5/1,,Green,7,m,b,77.9,"Twinbrook Limited,ON, CA",ON,"Burke Rcg Stb,Frdrcktwn,PA;Weaver Bruscemi,Cnsbrg,PA;P Collura,Mntn Tp,PA",,0,9,5,4,3,H,6,530325,5,8260,8SN455,111.6,110.4,110.4,110.4,83.79,,,,,,69.5,🔴,8,0.0989,0.0989,10.11,9.11/1,0.16666666666666666,-0.068,,4.4,B,2.02,Low
